"","PID","DateSold","SalePrice","logSalePrice","Rate","LotArea","GrLivArea","Neighborhood","Neighborhood_Int","MSZoning_Int","CentralAir","Age","RemodSinceBuilt","StreetAlley","LotShape","LandContour","LandSlope","LotConfig","IsOnMainroad","IsNearRailroad","IsNearPark","MSSubClass","MSZoning","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","SaleType","SaleCondition"
"1084",909275310,2007-11-01,239000,5.37839790094814,4.14766666666667,22420,2624,"Crawfor","19","6","0",89,32,"1","1","1","0","1","1","0","0",70,"RL","1Fam","2Story",6,6,"Hip","CompShg","Wd Sdng","Stucco","None",0,"TA","TA","BrkTil","Gd","TA","No","BLQ",1128,"Unf",0,242,1370,"GasW","TA","FuseA",1370,1254,0,1,0,2,1,4,1,"TA",10,"Typ",1,"Gd","Detchd",1918,"Unf",3,864,"TA","TA","N",0,0,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1085",528458080,2007-11-01,255000,5.40654018043396,4.14766666666667,8640,1792,"Somerst","21","4","1",0,0,"1","0","1","0","1","0","0","0",60,"FV","1Fam","2Story",8,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",350,"Unf",0,546,896,"GasA","Ex","SBrkr",896,896,0,0,0,2,1,3,1,"Gd",8,"Typ",0,"NoFireplace","Attchd",2007,"Fin",2,590,"TA","TA","Y",184,96,0,0,0,0,"NoPool","NoFence","NoMisc",0,"New","Partial"
"1086",916475020,2007-11-01,270000,5.43136376415899,4.14766666666667,14536,1629,"Timber","22","6","1",5,1,"1","0","1","0","1","0","0","0",20,"RL","1Fam","1Story",8,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",236,"Gd","TA","PConc","Gd","TA","Av","GLQ",1300,"Unf",0,316,1616,"GasA","Ex","SBrkr",1629,0,0,1,0,2,0,3,1,"Gd",9,"Typ",1,"Gd","Attchd",2002,"Fin",3,808,"TA","TA","Y",0,252,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1087",528364110,2007-11-01,290000,5.46239799789896,4.14766666666667,12257,2531,"NoRidge","27","6","1",12,0,"1","1","1","0","1","0","0","0",60,"RL","1Fam","2Story",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",513,"Gd","TA","PConc","Gd","TA","Av","LwQ",56,"ALQ",64,1198,1318,"GasA","Ex","SBrkr",1328,1203,0,0,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",1995,"RFn",3,752,"TA","TA","Y",222,98,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1088",528104010,2007-11-01,345474,5.53841536840655,4.14766666666667,14333,2122,"NridgHt","26","6","1",0,0,"1","0","1","0","2","0","0","0",20,"RL","1Fam","1Story",8,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1518,"Unf",0,590,2108,"GasA","Ex","SBrkr",2122,0,0,1,0,2,1,2,1,"Gd",7,"Typ",1,"Ex","Attchd",2007,"Fin",3,938,"TA","TA","Y",130,142,0,0,0,0,"NoPool","NoFence","NoMisc",0,"New","Partial"
"1089",923228290,2007-12-01,84500,4.92685670894969,4.0915,1936,630,"MeadowV","0","5","1",37,0,"1","0","1","0","1","0","0","0",180,"RM","Twnhs","SFoyer",4,6,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Av","BLQ",131,"GLQ",499,0,630,"GasA","Gd","SBrkr",630,0,0,1,0,1,0,1,1,"TA",3,"Typ",0,"NoFireplace","NoGarage",1970,"NoGarage",0,0,"NoGarage","NoGarage","Y",0,0,0,0,0,0,"NoPool","MnPrv","NoMisc",0,"WD ","Normal"
"1090",910201020,2007-12-01,87000,4.93951925261862,4.0915,5000,803,"IDOTRR","2","5","0",66,9,"1","0","1","0","1","0","1","0",45,"RM","1Fam","1.5Unf",5,6,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",116,"Unf",0,604,720,"GasA","Po","FuseF",803,0,0,0,0,1,0,2,1,"TA",5,"Typ",0,"NoFireplace","Detchd",1941,"Unf",2,360,"TA","TA","Y",0,0,244,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1091",527450220,2007-12-01,113700,5.05576046468773,4.0915,2058,1218,"BrDale","1","5","1",34,0,"1","0","1","0","1","0","0","0",160,"RM","Twnhs","2Story",6,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",265,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,672,672,"GasA","Ex","SBrkr",672,546,0,0,0,1,1,4,1,"Ex",7,"Typ",0,"NoFireplace","Detchd",1973,"Unf",1,264,"TA","TA","Y",0,28,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1092",909451130,2007-12-01,123900,5.09307130637606,4.0915,1782,1045,"Blueste","10","5","1",27,0,"1","0","1","0","1","0","0","0",160,"RM","Twnhs","2Story",6,6,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","Gd","TA","No","GLQ",330,"Unf",0,186,516,"GasA","Gd","SBrkr",529,516,0,0,0,1,0,2,1,"TA",5,"Typ",1,"TA","Detchd",1980,"Unf",2,462,"TA","TA","Y",180,0,0,0,0,0,"NoPool","MnPrv","NoMisc",0,"WD ","Normal"
"1093",923425030,2007-12-01,124500,5.09516935143176,4.0915,10447,887,"Mitchel","12","6","1",23,0,"1","0","1","0","1","0","0","0",20,"RL","1Fam","1Story",5,6,"Gable","CompShg","Plywood","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",516,"Unf",0,348,864,"GasA","TA","SBrkr",887,0,0,0,1,1,0,3,1,"TA",5,"Typ",0,"NoFireplace","Attchd",1984,"RFn",1,288,"TA","TA","Y",140,0,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1094",535477180,2007-12-01,125500,5.09864372581706,4.0915,6600,864,"NAmes","11","6","1",45,0,"1","0","1","0","1","0","0","1",20,"RL","1Fam","1Story",5,5,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",110,"BLQ",442,312,864,"GasA","Gd","SBrkr",864,0,0,0,0,1,0,2,1,"TA",5,"Typ",0,"NoFireplace","Detchd",1962,"Unf",1,294,"TA","TA","Y",58,0,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1095",535301160,2007-12-01,128600,5.1092409685882,4.0915,8078,1560,"NAmes","11","6","1",49,0,"1","0","1","0","1","0","0","0",90,"RL","Duplex","1Story",5,5,"Hip","CompShg","Wd Sdng","Wd Sdng","Stone",260,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1560,1560,"GasA","TA","SBrkr",1560,0,0,0,0,2,0,4,2,"TA",8,"Typ",0,"NoFireplace","Detchd",1958,"Unf",2,484,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1096",535151100,2007-12-01,131000,5.11727129565576,4.0915,6860,1008,"NAmes","11","6","1",51,0,"1","1","1","0","1","0","0","0",20,"RL","1Fam","1Story",5,6,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkCmn",54,"TA","TA","CBlock","TA","TA","No","GLQ",908,"Unf",0,100,1008,"GasA","Ex","SBrkr",1008,0,0,1,0,1,0,3,1,"Fa",6,"Typ",0,"NoFireplace","Detchd",1964,"Unf",1,308,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1097",908204090,2007-12-01,131750,5.11975062388458,4.0915,6400,960,"Edwards","5","6","1",48,41,"1","0","1","0","1","0","0","0",20,"RL","1Fam","1Story",5,7,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","Av","Rec",77,"ALQ",831,52,960,"GasA","Ex","SBrkr",960,0,0,1,0,1,0,2,1,"Fa",4,"Typ",0,"NoFireplace","Detchd",1959,"Unf",1,392,"TA","TA","Y",144,0,35,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1098",527402090,2007-12-01,139000,5.14301480025409,4.0915,10500,1109,"NAmes","11","6","1",36,34,"1","0","1","0","0","0","0","0",80,"RL","1Fam","SLvl",5,7,"Gambrel","CompShg","MetalSd","AsphShn","BrkFace",82,"TA","TA","CBlock","TA","TA","Av","ALQ",349,"Unf",0,23,372,"GasA","TA","SBrkr",576,533,0,0,1,1,0,3,1,"TA",5,"Typ",0,"NoFireplace","BuiltIn",1971,"Unf",1,288,"TA","TA","Y",35,0,0,0,0,0,"NoPool","GdWo","NoMisc",0,"WD ","Normal"
"1099",903454090,2007-12-01,141000,5.14921911265538,4.0915,9000,1375,"IDOTRR","2","5","1",70,13,"1","0","2","0","1","0","0","0",50,"RM","1Fam","1.5Fin",6,6,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","PConc","TA","TA","No","Unf",0,"Unf",0,780,780,"GasA","TA","SBrkr",780,595,0,0,0,1,1,3,1,"Gd",6,"Typ",1,"Gd","Detchd",1979,"Unf",1,544,"TA","TA","P",0,162,0,0,126,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1100",531453140,2007-12-01,144000,5.15836249209525,4.0915,9180,884,"SawyerW","13","6","1",24,0,"1","1","1","0","4","0","0","0",85,"RL","1Fam","SFoyer",5,7,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Av","ALQ",747,"LwQ",93,0,840,"GasA","Gd","SBrkr",884,0,0,1,0,1,0,2,1,"Gd",5,"Typ",0,"NoFireplace","Attchd",1983,"RFn",2,504,"TA","Gd","Y",240,0,0,0,0,0,"NoPool","MnPrv","NoMisc",0,"WD ","Normal"
"1101",528280150,2007-12-01,170000,5.23044892137827,4.0915,9967,1430,"Gilbert","14","6","1",7,0,"1","1","1","0","1","0","0","0",80,"RL","1Fam","SLvl",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,384,384,"GasA","Ex","SBrkr",774,656,0,0,0,2,1,3,1,"TA",8,"Typ",1,"TA","BuiltIn",2000,"RFn",2,400,"TA","TA","Y",100,0,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1102",531385070,2007-12-01,179000,5.25285303097989,4.0915,8450,1349,"SawyerW","13","6","1",7,1,"1","0","1","0","1","0","0","0",20,"RL","1Fam","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",108,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1349,1349,"GasA","Ex","SBrkr",1349,0,0,0,0,2,0,3,1,"TA",6,"Typ",0,"NoFireplace","Attchd",2000,"Unf",2,539,"TA","TA","Y",120,55,0,0,0,0,"NoPool","GdPrv","NoMisc",0,"WD ","Normal"
"1103",905201080,2007-12-01,187000,5.2718416065365,4.0915,14175,1375,"Sawyer","8","6","1",51,42,"1","0","2","1","1","0","0","1",20,"RL","1Fam","1Story",5,5,"Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Rec",386,"ALQ",522,332,1240,"GasA","Gd","SBrkr",1375,0,0,1,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd",1956,"Unf",1,323,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1104",533242080,2007-12-01,204000,5.3096301674259,4.0915,7321,1358,"Somerst","21","4","1",8,1,"3","1","1","0","1","0","0","0",20,"FV","1Fam","1Story",7,5,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1339,1339,"GasA","Ex","SBrkr",1358,0,0,0,0,2,0,3,1,"Gd",5,"Typ",0,"NoFireplace","Detchd",1999,"Unf",2,625,"TA","TA","Y",176,174,0,0,0,0,"NoPool","NoFence","NoMisc",0,"COD","Normal"
"1105",914460020,2007-12-01,215000,5.3324384599156,4.0915,10000,1392,"Mitchel","12","6","1",5,0,"1","0","1","0","1","0","0","0",20,"RL","1Fam","1Story",5,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",166,"Gd","TA","PConc","Gd","TA","No","GLQ",585,"Unf",0,856,1441,"GasA","Ex","SBrkr",1392,0,0,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2002,"Fin",3,650,"TA","TA","Y",168,49,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1106",528435070,2007-12-01,227000,5.35602585719312,4.0915,10000,1588,"Somerst","21","6","1",1,0,"1","0","1","0","1","0","0","0",20,"RL","1Fam","1Story",8,5,"Hip","CompShg","VinylSd","VinylSd","Stone",410,"Gd","TA","PConc","Gd","Gd","Av","Unf",0,"Unf",0,1588,1588,"GasA","Ex","SBrkr",1588,0,0,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2006,"RFn",3,825,"TA","TA","Y",144,45,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1107",911370460,2007-12-01,235000,5.37106786227174,4.0915,4750,1625,"Crawfor","19","5","1",1,1,"1","1","3","1","1","0","0","0",120,"RM","TwnhsE","1Story",8,5,"Hip","CompShg","VinylSd","VinylSd","Stone",481,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1573,"Unf",0,0,1573,"GasA","Ex","SBrkr",1625,0,0,1,1,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd",2006,"Fin",2,538,"TA","TA","Y",123,0,0,0,153,0,"NoPool","NoFence","NoMisc",0,"WD ","Family"
"1108",907285040,2007-12-01,240000,5.38021124171161,4.0915,10000,2090,"CollgCr","18","6","1",12,1,"1","0","1","0","1","0","0","0",60,"RL","1Fam","2Story",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",438,"Gd","TA","PConc","Gd","TA","No","GLQ",1079,"Unf",0,141,1220,"GasA","Ex","SBrkr",1220,870,0,1,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd",1995,"RFn",2,556,"TA","TA","Y",0,65,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1109",528439040,2007-12-01,260000,5.41497334797082,4.0915,8847,1538,"Somerst","21","6","1",2,0,"1","0","1","0","1","0","0","0",20,"RL","1Fam","1Story",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",148,"Gd","TA","PConc","Gd","TA","Av","GLQ",769,"Unf",0,769,1538,"GasA","Ex","SBrkr",1538,0,0,1,0,2,0,3,1,"Gd",7,"Typ",0,"NoFireplace","Attchd",2005,"RFn",2,484,"TA","TA","Y",146,40,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1110",916384080,2007-12-01,265900,5.42471833733157,4.0915,9037,1484,"Timber","22","6","1",1,0,"1","1","3","0","1","0","0","0",20,"RL","1Fam","1Story",8,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",32,"Gd","TA","PConc","Gd","TA","Av","GLQ",428,"Unf",0,1048,1476,"GasA","Ex","SBrkr",1484,0,0,0,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2006,"RFn",2,472,"TA","TA","Y",120,33,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1111",528458120,2007-12-01,270000,5.43136376415899,4.0915,9000,1959,"Somerst","21","4","1",1,0,"1","0","1","0","1","0","0","0",60,"FV","1Fam","2Story",8,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1088,1088,"GasA","Ex","SBrkr",1088,871,0,0,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2006,"RFn",3,1025,"TA","TA","Y",208,46,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1112",909281130,2007-12-01,315000,5.4983105537896,4.0915,10570,2727,"Crawfor","19","6","1",75,62,"1","0","2","1","1","0","0","0",70,"RL","1Fam","2Story",8,8,"Hip","CompShg","BrkFace","BrkFace","None",0,"Gd","TA","CBlock","Gd","Gd","No","Rec",297,"Unf",0,556,853,"GasA","TA","SBrkr",1549,1178,0,0,0,2,1,3,1,"Gd",10,"Maj1",2,"TA","Detchd",1932,"Unf",2,440,"TA","TA","Y",0,74,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1113",528482090,2007-12-01,340000,5.53147891704226,4.0915,11143,2466,"Somerst","21","4","1",3,1,"1","1","1","0","2","0","0","0",60,"FV","1Fam","2Story",8,5,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1580,1580,"GasA","Ex","SBrkr",1580,886,0,0,0,3,0,4,1,"Gd",8,"Typ",1,"Gd","Attchd",2004,"RFn",2,610,"TA","TA","Y",159,214,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1114",910202050,2008-01-01,55000,4.74036268949424,3.71747619047619,3636,796,"IDOTRR","2","5","0",86,28,"1","0","1","0","1","0","0","0",30,"RM","1Fam","1Story",4,4,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,796,796,"GasA","Fa","SBrkr",796,0,0,0,0,1,0,2,1,"TA",5,"Typ",0,"NoFireplace","NoGarage",1922,"NoGarage",0,0,"NoGarage","NoGarage","N",0,0,100,0,0,0,"NoPool","MnPrv","NoMisc",0,"WD ","Normal"
"1115",1007100110,2008-01-01,103000,5.01283722470517,3.71747619047619,56600,1836,"IDOTRR","2","2","1",108,50,"1","1","0","0","1","0","0","0",70,"I (all)","1Fam","2.5Unf",5,1,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,686,686,"GasA","Ex","SBrkr",1150,686,0,0,0,2,0,4,1,"TA",7,"Maj1",0,"NoFireplace","Detchd",1900,"Unf",1,288,"TA","Fa","N",0,0,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1116",905477050,2008-01-01,107500,5.03140846425162,3.71747619047619,7000,1347,"Edwards","5","6","1",98,81,"1","0","1","0","1","0","0","0",190,"RL","2fmCon","2Story",5,7,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Gd","TA","Gd","GLQ",969,"Unf",0,148,1117,"GasA","TA","SBrkr",820,527,0,1,0,1,0,3,1,"TA",5,"Typ",0,"NoFireplace","NoGarage",1910,"NoGarage",0,0,"NoGarage","NoGarage","N",85,0,148,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1117",902105010,2008-01-01,111000,5.04532297878666,3.71747619047619,4800,1360,"OldTown","4","5","0",98,93,"2","0","1","0","1","0","0","0",70,"RM","1Fam","2Story",5,5,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,680,680,"GasA","Fa","SBrkr",680,680,0,0,0,1,0,2,1,"TA",6,"Typ",0,"NoFireplace","Attchd",1910,"Unf",1,330,"Fa","TA","Y",192,50,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1118",534452060,2008-01-01,118000,5.07188200730613,3.71747619047619,7420,1077,"BrkSide","3","6","1",69,11,"1","0","1","0","2","1","0","0",190,"RL","2fmCon","1.5Unf",5,6,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","GLQ",851,"Unf",0,140,991,"GasA","Ex","SBrkr",1077,0,0,1,0,1,0,2,2,"TA",5,"Typ",2,"TA","Attchd",1939,"RFn",1,205,"Gd","TA","Y",0,4,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1119",907227300,2008-01-01,124900,5.09656243837414,3.71747619047619,7200,780,"CollgCr","18","6","1",36,0,"1","0","2","0","1","0","0","0",20,"RL","1Fam","1Story",5,7,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",632,"Unf",0,148,780,"GasA","Ex","SBrkr",780,0,0,0,0,1,0,2,1,"TA",4,"Typ",0,"NoFireplace","Detchd",1973,"Unf",1,352,"TA","TA","Y",196,0,0,0,0,0,"NoPool","MnPrv","NoMisc",0,"WD ","Normal"
"1120",905403060,2008-01-01,125600,5.09898963940118,3.71747619047619,5190,1079,"Edwards","5","6","1",60,2,"1","0","1","0","1","0","0","0",50,"RL","1Fam","1.5Fin",7,5,"Gable","CompShg","BrkFace","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,570,570,"GasA","TA","SBrkr",617,462,0,0,0,1,0,2,1,"TA",5,"Typ",1,"Gd","Attchd",1948,"Unf",1,249,"TA","TA","Y",135,0,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1121",903236010,2008-01-01,127000,5.10380372095596,3.71747619047619,8635,1285,"BrkSide","3","5","1",60,53,"1","0","1","0","1","0","0","0",50,"RM","1Fam","1.5Fin",5,5,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",336,"GLQ",41,295,672,"GasA","TA","SBrkr",1072,213,0,1,0,1,0,2,1,"TA",6,"Min1",0,"NoFireplace","Detchd",1948,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,"NoPool","MnPrv","NoMisc",0,"WD ","Normal"
"1122",535354200,2008-01-01,146000,5.16435285578444,3.71747619047619,12436,1824,"NAmes","11","6","1",51,0,"1","0","1","0","1","0","0","0",90,"RL","Duplex","1Story",5,5,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1824,1824,"GasA","Fa","FuseA",1824,0,0,0,0,2,0,5,2,"TA",9,"Typ",0,"NoFireplace","Detchd",1958,"Unf",2,484,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1123",909252220,2008-01-01,147500,5.16879202031418,3.71747619047619,15564,1264,"Crawfor","19","6","1",94,81,"1","0","1","0","1","0","0","0",50,"RL","1Fam","1.5Fin",6,6,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","BrkTil","Gd","TA","No","Unf",0,"Unf",0,676,676,"GasA","Ex","SBrkr",676,588,0,0,0,1,0,3,1,"TA",6,"Typ",0,"NoFireplace","Detchd",1994,"Unf",2,400,"TA","TA","Y",424,0,0,0,0,0,"NoPool","NoFence","Shed",400,"WD ","Normal"
"1124",907425030,2008-01-01,149000,5.17318626841227,3.71747619047619,4438,848,"CollgCr","18","5","1",4,0,"1","0","1","0","1","0","0","0",120,"RM","TwnhsE","1Story",6,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",205,"Gd","TA","PConc","Gd","TA","Av","GLQ",662,"Unf",0,186,848,"GasA","Ex","SBrkr",848,0,0,1,0,1,0,1,1,"Gd",3,"Typ",1,"Gd","Attchd",2004,"RFn",2,420,"TA","TA","Y",149,0,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1125",903233080,2008-01-01,150000,5.17609125905568,3.71747619047619,6240,2009,"BrkSide","3","5","1",69,11,"1","0","1","0","1","0","0","0",50,"RM","1Fam","1.5Fin",7,5,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","Mn","Rec",300,"LwQ",240,449,989,"GasA","TA","SBrkr",1245,764,0,0,0,2,0,4,1,"TA",7,"Min2",1,"Gd","Detchd",1939,"Unf",2,400,"TA","TA","Y",0,20,0,0,0,0,"NoPool","MnPrv","NoMisc",0,"WD ","Normal"
"1126",910226040,2008-01-01,165500,5.21879799811174,3.71747619047619,9000,1955,"IDOTRR","2","5","1",50,0,"1","0","1","0","1","0","0","0",50,"RM","1Fam","1.5Fin",5,5,"Gable","CompShg","WdShing","Wd Shng","BrkFace",162,"TA","TA","CBlock","TA","TA","No","ALQ",330,"Unf",0,821,1151,"GasA","Gd","FuseA",1151,804,0,0,0,2,0,4,1,"TA",7,"Typ",0,"NoFireplace","Attchd",1958,"Fin",1,356,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1127",907412090,2008-01-01,179900,5.25503116334555,3.71747619047619,11049,1234,"CollgCr","18","6","1",1,0,"1","0","1","0","2","0","0","0",20,"RL","1Fam","1Story",8,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1234,1234,"GasA","Ex","SBrkr",1234,0,0,0,0,2,0,3,1,"Gd",7,"Typ",0,"NoFireplace","Attchd",2007,"RFn",2,484,"TA","TA","Y",0,30,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1128",528427070,2008-01-01,214000,5.33041377334919,3.71747619047619,14598,1933,"Somerst","21","6","1",1,0,"1","1","1","0","4","1","0","0",60,"RL","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","Stone",74,"Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",0,894,894,"GasA","Ex","SBrkr",894,1039,0,0,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn",2007,"Fin",3,668,"TA","TA","Y",100,18,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1129",905426030,2008-01-01,260000,5.41497334797082,3.71747619047619,19550,1518,"Edwards","5","6","1",68,67,"1","0","1","0","1","0","0","0",30,"RL","1Fam","1Story",5,7,"Flat","Tar&Grv","PreCast","PreCast","None",0,"TA","TA","PConc","TA","TA","Gd","ALQ",1035,"Unf",0,545,1580,"GasA","Ex","SBrkr",1518,0,0,1,0,1,0,2,1,"Fa",5,"Typ",2,"Gd","NoGarage",1940,"NoGarage",0,0,"NoGarage","NoGarage","Y",0,39,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"1130",907255030,2008-01-01,274000,5.43775056282039,3.71747619047619,9720,1947,"CollgCr","18","6","1",7,1,"1","1","1","0","4","0","0","0",60,"RL","1Fam","2Story",9,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",134,"Gd","TA","PConc","Gd","TA","Mn","GLQ",1194,"Unf",0,163,1357,"GasA","Ex","SBrkr",1366,581,0,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","BuiltIn",2001,"Fin",3,725,"TA","TA","Y",168,116,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
