"","PID","DateSold","SalePrice","logSalePrice","Rate","LotArea","GrLivArea","Neighborhood","Neighborhood_Int","MSZoning_Int","CentralAir","Age","RemodSinceBuilt","StreetAlley","LotShape","LandContour","LandSlope","LotConfig","IsOnMainroad","IsNearRailroad","IsNearPark","MSSubClass","MSZoning","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","SaleType","SaleCondition","IsPUD","NumFloors","Collapse_MSSubClass","Combine_BathroomsBsmt","Combine_BathroomsAbvGrd","AllBathrooms","Combine_Age","IsRenovated"
"1375",903232090,2008-06-01,162900,5.21192108430851,4.08342857142857,6240,1573,"BrkSide","3","5","1",78,62,"1","0","1","0","1","0","0","0","Dwelling_50","RM","1Fam","1.5Fin",5,7,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"PConc",3,3,1,1,0,1,0,1078,1078,"GasA",3,"SBrkr",1128,445,0,0,0,2,0,3,1,3,8,8,1,4,"Detchd",1930,"Unf",2,360,3,3,2,0,0,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1.5,"Traditional",0,2,2,16,TRUE
"1376",535104020,2008-06-01,163000,5.21218760440396,4.08342857142857,10197,1362,"NAmes","11","6","1",47,0,"1","1","1","0","1","0","0","0","Dwelling_20","RL","1Fam","1Story",6,5,"Gable","CompShg","WdShing","Wd Shng","BrkCmn",491,3,3,"CBlock",3,3,1,5,288,3,374,700,1362,"GasA",3,"SBrkr",1362,0,0,1,0,1,1,3,1,3,6,8,1,3,"Attchd",1961,"Unf",2,504,3,3,3,0,20,0,0,0,0,0,"NoFence","NoMisc",0,"COD","Normal",FALSE,1,"Traditional",1,1.5,2.5,47,FALSE
"1377",905201120,2008-06-01,165000,5.21748394421391,4.08342857142857,13284,1383,"Sawyer","8","6","1",54,0,"1","0","1","0","1","0","0","1","Dwelling_20","RL","1Fam","1Story",5,5,"Gable","CompShg","Wd Sdng","Plywood","None",0,3,3,"PConc",4,3,2,4,1064,1,0,319,1383,"GasA",3,"SBrkr",1383,0,0,1,0,1,0,3,1,3,6,8,1,4,"Attchd",1954,"Unf",1,354,3,3,3,511,116,0,0,0,0,0,"GdPrv","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",1,1,2,54,FALSE
"1378",535179060,2008-06-01,166000,5.22010808804005,4.08342857142857,11900,1392,"NAmes","11","6","1",51,0,"1","1","1","0","2","0","0","0","Dwelling_20","RL","1Fam","1Story",6,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",387,3,3,"CBlock",3,3,1,3,1040,1,0,352,1392,"GasA",3,"FuseA",1392,0,0,1,0,1,1,3,1,3,6,8,2,4,"Attchd",1957,"RFn",2,458,3,3,3,0,0,0,0,192,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",1,1.5,2.5,51,FALSE
"1379",535476370,2008-06-01,167900,5.22505069613805,4.08342857142857,9760,1611,"NAmes","11","6","1",44,0,"1","0","1","1","1","0","0","0","Dwelling_60","RL","1Fam","2Story",6,6,"Gable","CompShg","HdBoard","HdBoard","BrkFace",360,3,3,"CBlock",3,3,4,6,674,2,106,0,780,"GasA",3,"SBrkr",798,813,0,1,0,1,1,4,1,3,7,8,0,0,"Attchd",1964,"RFn",2,442,3,3,3,328,128,0,0,189,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",1,1.5,2.5,44,FALSE
"1380",534403100,2008-06-01,168500,5.22659990520736,4.08342857142857,9020,1350,"NAmes","11","6","1",44,0,"1","0","1","0","2","1","0","0","Dwelling_80","RL","1Fam","SLvl",6,5,"Gable","WdShngl","Plywood","Wd Sdng","BrkFace",259,3,3,"CBlock",3,3,4,6,624,3,336,288,1248,"GasA",3,"SBrkr",1350,0,0,1,0,1,1,3,1,3,6,8,0,0,"Attchd",1964,"RFn",2,520,3,3,3,176,0,0,0,0,0,0,"GdPrv","NoMisc",0,"WD ","Normal",FALSE,2,"Split",1,1.5,2.5,44,FALSE
"1381",533217060,2008-06-01,170000,5.23044892137827,4.08342857142857,2160,1404,"Somerst","21","4","1",9,1,"3","0","1","0","1","0","0","0","Dwelling_160","FV","Twnhs","SLvl",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",216,4,3,"PConc",4,3,1,6,600,1,0,72,672,"GasA",5,"SBrkr",684,720,0,1,0,2,1,3,1,4,5,8,0,0,"Detchd",1999,"Unf",2,462,3,3,3,20,0,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",TRUE,2,"Traditional",1,2.5,3.5,8,TRUE
"1382",527302050,2008-06-01,175500,5.24427712080184,4.08342857142857,12090,1422,"NWAmes","15","6","1",27,0,"1","1","1","0","1","0","0","0","Dwelling_20","RL","1Fam","1Story",6,6,"Gable","CompShg","MetalSd","MetalSd","BrkFace",210,3,4,"CBlock",4,3,1,6,588,2,228,606,1422,"GasA",3,"SBrkr",1422,0,0,0,0,2,0,3,1,4,7,8,1,3,"Attchd",1981,"Fin",2,576,3,3,3,276,0,0,0,0,0,0,"GdPrv","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",0,2,2,27,FALSE
"1383",908152270,2008-06-01,176000,5.24551266781415,4.08342857142857,7024,1132,"Edwards","5","6","1",3,0,"1","0","1","0","1","0","0","0","Dwelling_20","RL","1Fam","1Story",4,5,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,1,6,1024,1,0,108,1132,"GasA",5,"SBrkr",1132,0,0,1,0,1,1,2,1,4,5,8,0,0,"Attchd",2005,"Fin",2,451,3,3,3,252,64,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",1,1.5,2.5,3,FALSE
"1384",533208140,2008-06-01,178000,5.25042000230889,4.08342857142857,3435,1245,"Somerst","21","4","1",4,1,"3","1","1","0","2","0","0","0","Dwelling_120","FV","TwnhsE","1Story",7,5,"Gable","CompShg","MetalSd","MetalSd","None",0,4,3,"PConc",4,3,1,6,24,1,0,1211,1235,"GasA",5,"SBrkr",1245,0,0,0,0,2,0,1,1,4,5,8,0,0,"Attchd",2004,"RFn",2,495,3,3,3,0,100,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",TRUE,1,"Traditional",0,2,2,3,TRUE
"1385",531450090,2008-06-01,179200,5.25333800532611,4.08342857142857,7153,1294,"SawyerW","13","6","1",17,0,"1","0","1","0","1","0","0","0","Dwelling_20","RL","1Fam","1Story",6,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",88,3,3,"CBlock",4,3,1,6,1200,1,0,78,1278,"GasA",4,"SBrkr",1294,0,0,1,0,2,0,3,1,4,6,8,0,0,"Attchd",1991,"RFn",2,496,3,3,3,112,51,0,0,0,0,0,"GdWo","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",1,2,3,17,FALSE
"1386",907262070,2008-06-01,183000,5.26245108973043,4.08342857142857,7226,1640,"CollgCr","18","6","1",5,0,"1","1","1","0","4","0","0","0","Dwelling_60","RL","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,1,1,0,1,0,798,798,"GasA",5,"SBrkr",798,842,0,0,0,2,1,3,1,4,6,8,0,0,"Attchd",2003,"RFn",2,595,3,3,3,0,45,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0,2.5,2.5,5,FALSE
"1387",903401020,2008-06-01,184000,5.26481782300954,4.08342857142857,9120,1820,"BrkSide","3","6","1",83,25,"3","0","1","0","1","0","0","0","Dwelling_50","RL","1Fam","1.5Fin",7,6,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,4,"PConc",3,3,1,3,329,1,0,697,1026,"GasA",5,"SBrkr",1133,687,0,1,0,2,0,4,1,3,8,8,0,0,"Detchd",1925,"Unf",1,240,3,3,1,0,100,0,0,0,0,0,"GdPrv","NoMisc",0,"WD ","Normal",FALSE,1.5,"Traditional",1,2,3,58,TRUE
"1388",905201110,2008-06-01,185000,5.26717172840301,4.08342857142857,14175,1188,"Sawyer","8","6","1",52,0,"1","0","1","0","1","0","0","1","Dwelling_20","RL","1Fam","1Story",6,8,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"CBlock",3,4,4,6,776,1,0,212,988,"GasA",3,"FuseA",1188,0,0,1,0,1,0,1,1,3,4,8,1,3,"Attchd",1956,"Unf",2,621,3,3,3,102,89,231,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",1,1,2,52,FALSE
"1389",535153140,2008-06-01,185000,5.26717172840301,4.08342857142857,9840,1440,"NAmes","11","6","1",49,39,"1","0","1","0","1","0","0","0","Dwelling_20","RL","1Fam","1Story",5,7,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"CBlock",3,3,1,5,1053,1,0,195,1248,"GasA",3,"SBrkr",1440,0,0,1,0,2,0,2,1,4,7,8,0,0,"Attchd",1959,"RFn",1,480,3,3,3,150,0,0,0,256,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",1,2,3,10,TRUE
"1390",907412040,2008-06-01,186500,5.27067883614471,4.08342857142857,9750,1445,"CollgCr","18","6","1",4,0,"1","0","1","0","1","0","0","0","Dwelling_20","RL","1Fam","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","Stone",50,4,3,"PConc",4,3,2,6,24,1,0,1421,1445,"GasA",5,"SBrkr",1445,0,0,0,0,2,0,3,1,4,6,8,0,0,"Attchd",2004,"Unf",2,470,3,3,3,0,35,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",0,2,2,4,FALSE
"1391",531450170,2008-06-01,187000,5.2718416065365,4.08342857142857,9291,1710,"SawyerW","13","6","1",15,0,"1","1","1","0","2","0","1","0","Dwelling_60","RL","1Fam","2Story",6,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",120,4,3,"PConc",4,3,1,6,426,1,0,406,832,"GasA",5,"SBrkr",832,878,0,0,0,2,1,3,1,4,7,8,0,0,"Attchd",1993,"RFn",2,506,3,3,3,144,70,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0,2.5,2.5,15,FALSE
"1392",527163100,2008-06-01,188000,5.27415784926368,4.08342857142857,8000,1658,"Gilbert","14","6","1",13,1,"1","0","1","0","1","0","0","0","Dwelling_60","RL","1Fam","2Story",6,5,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"PConc",4,3,1,6,219,1,0,554,773,"GasA",4,"SBrkr",773,885,0,1,0,2,1,3,1,3,8,8,1,3,"Attchd",1995,"Fin",2,431,3,3,3,224,84,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",1,2.5,3.5,12,TRUE
"1393",528181010,2008-06-01,192000,5.28330122870355,4.08342857142857,12304,1367,"NridgHt","26","6","1",3,0,"1","3","1","0","2","0","0","0","Dwelling_120","RL","TwnhsE","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","Stone",144,4,3,"PConc",4,3,1,6,20,1,0,1347,1367,"GasA",5,"SBrkr",1367,0,0,0,0,2,0,2,1,4,6,8,1,4,"Attchd",2005,"RFn",2,484,3,3,3,0,33,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",TRUE,1,"Traditional",0,2,2,3,FALSE
"1394",907418040,2008-06-01,193000,5.28555730900777,4.08342857142857,9627,1361,"CollgCr","18","6","1",1,0,"1","0","1","0","1","0","0","0","Dwelling_20","RL","1Fam","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,3,6,24,1,0,1327,1351,"GasA",5,"SBrkr",1361,0,0,0,0,2,0,3,1,4,6,8,0,0,"Attchd",2007,"RFn",2,610,3,3,3,0,50,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",0,2,2,1,FALSE
"1395",902109110,2008-06-01,200000,5.30102999566398,4.08342857142857,11426,2082,"OldTown","4","5","1",5,0,"1","0","1","0","1","0","0","0","Dwelling_50","RM","1Fam","1.5Fin",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,1,1,0,1,0,1362,1362,"GasA",5,"SBrkr",1362,720,0,0,0,2,1,3,1,4,6,5,0,0,"Detchd",2003,"Unf",2,484,3,3,1,280,238,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1.5,"Traditional",0,2.5,2.5,5,FALSE
"1396",526354070,2008-06-01,206900,5.31576049066573,4.08342857142857,11075,2112,"NAmes","11","6","1",39,0,"1","0","1","0","1","0","0","0","Dwelling_60","RL","1Fam","2Story",6,5,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"CBlock",2,3,2,5,500,2,276,176,952,"GasA",3,"SBrkr",1092,1020,0,0,0,2,1,4,1,3,9,8,2,4,"Attchd",1969,"Unf",2,576,3,3,3,280,0,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0,2.5,2.5,39,FALSE
"1397",903400180,2008-06-01,207000,5.31597034545692,4.08342857142857,13053,1848,"BrkSide","3","6","1",85,77,"3","0","2","0","1","0","0","0","Dwelling_50","RL","1Fam","1.5Fin",6,7,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"BrkTil",3,3,1,1,0,1,0,833,833,"GasA",4,"SBrkr",1053,795,0,0,0,1,1,4,1,4,8,8,1,4,"Detchd",1922,"Unf",2,370,3,3,1,0,0,0,0,220,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1.5,"Traditional",0,1.5,1.5,8,TRUE
"1398",907265100,2008-06-01,207000,5.31597034545692,4.08342857142857,11690,1764,"CollgCr","18","6","1",9,1,"1","1","1","0","1","0","0","0","Dwelling_60","RL","1Fam","2Story",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",192,4,3,"PConc",4,3,3,1,0,1,0,850,850,"GasA",5,"SBrkr",886,878,0,0,0,2,1,3,1,4,7,8,1,3,"Attchd",1999,"Unf",2,560,3,3,3,120,29,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0,2.5,2.5,8,TRUE
"1399",907181120,2008-06-01,207500,5.31701810104811,4.08342857142857,8998,1652,"CollgCr","18","6","1",8,0,"1","1","1","0","1","0","0","0","Dwelling_60","RL","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",120,4,3,"PConc",4,3,2,6,527,1,0,255,782,"GasA",5,"SBrkr",782,870,0,0,0,2,1,3,1,4,6,8,0,0,"Attchd",2000,"RFn",2,532,3,3,3,0,70,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0,2.5,2.5,8,FALSE
"1400",533234020,2008-06-01,223000,5.34830486304816,4.08342857142857,10646,1789,"Somerst","21","4","1",7,0,"1","1","1","0","2","0","0","0","Dwelling_60","FV","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",513,3,3,"PConc",3,3,1,6,681,1,0,177,858,"GasA",5,"SBrkr",872,917,0,1,0,2,1,3,1,3,7,8,1,3,"Attchd",2001,"Fin",2,546,3,3,3,0,0,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",1,2.5,3.5,7,FALSE
"1401",527301245,2008-06-01,226500,5.35506820634885,4.08342857142857,12680,1688,"NWAmes","15","6","1",20,0,"1","1","1","0","1","0","0","0","Dwelling_20","RL","1Fam","1Story",7,6,"Gable","CompShg","Plywood","Wd Sdng","BrkFace",102,4,3,"CBlock",4,4,2,6,983,1,0,692,1675,"GasA",5,"SBrkr",1688,0,0,1,0,2,0,2,1,5,6,8,1,5,"Attchd",1988,"RFn",2,528,3,3,3,0,48,0,0,141,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",1,2,3,20,FALSE
"1402",907253110,2008-06-01,230500,5.36267092972567,4.08342857142857,10400,2161,"CollgCr","18","6","1",7,0,"1","0","1","0","1","0","0","0","Dwelling_60","RL","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",227,4,3,"PConc",4,3,1,1,0,1,0,1257,1257,"GasA",5,"SBrkr",1290,871,0,0,0,2,1,3,1,4,8,8,1,3,"Attchd",2001,"RFn",2,570,3,3,3,0,84,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0,2.5,2.5,7,FALSE
"1403",909254050,2008-06-01,231000,5.36361197989214,4.08342857142857,7609,1512,"Crawfor","19","6","1",83,72,"1","0","1","0","2","0","0","0","Dwelling_70","RL","1Fam","2Story",8,9,"Gable","CompShg","Stucco","Stucco","None",0,4,4,"PConc",2,3,1,5,406,1,0,392,798,"GasA",5,"SBrkr",798,714,0,1,0,2,0,3,1,4,7,8,1,4,"Detchd",1925,"Unf",1,180,3,3,2,85,16,41,0,0,0,0,"GdPrv","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",1,2,3,11,TRUE
"1404",916455120,2008-06-01,232500,5.36642295722597,4.08342857142857,11202,1440,"Timber","22","6","1",5,0,"1","1","1","0","1","0","0","0","Dwelling_20","RL","1Fam","1Story",8,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",206,4,3,"PConc",5,3,3,6,1029,1,0,403,1432,"GasA",5,"SBrkr",1440,0,0,1,0,2,0,3,1,4,7,8,1,3,"Attchd",2003,"Fin",2,467,3,3,3,185,95,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",1,2,3,5,FALSE
"1405",528186160,2008-06-01,234250,5.36967959955982,4.08342857142857,6240,1342,"NridgHt","26","6","1",2,1,"1","0","1","0","1","0","0","0","Dwelling_120","RL","TwnhsE","1Story",8,5,"Hip","CompShg","MetalSd","MetalSd","BrkFace",176,4,3,"PConc",4,3,1,6,846,1,0,496,1342,"GasA",5,"SBrkr",1342,0,0,1,0,2,0,2,1,4,6,8,1,4,"Attchd",2007,"Fin",2,550,3,3,3,0,35,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",TRUE,1,"Traditional",1,2,3,1,TRUE
"1406",907253060,2008-06-01,235000,5.37106786227174,4.08342857142857,10316,1865,"CollgCr","18","6","1",8,0,"1","1","1","0","1","0","0","0","Dwelling_60","RL","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,1,6,735,1,0,257,992,"GasA",5,"SBrkr",992,873,0,1,0,2,1,3,1,4,7,8,1,3,"Attchd",2000,"RFn",3,839,3,3,3,0,184,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",1,2.5,3.5,8,FALSE
"1407",528427010,2008-06-01,235128,5.37130434976049,4.08342857142857,11932,1580,"Somerst","21","6","1",1,1,"1","0","1","0","0","1","0","0","Dwelling_20","RL","1Fam","1Story",8,5,"Gable","CompShg","VinylSd","VinylSd","Stone",186,4,3,"PConc",4,3,1,1,0,1,0,1580,1580,"GasA",5,"SBrkr",1580,0,0,0,0,2,0,3,1,4,7,8,0,0,"Attchd",2008,"RFn",3,830,3,3,3,0,24,0,0,0,0,0,"NoFence","NoMisc",0,"ConLD","Partial",FALSE,1,"Traditional",0,2,2,0,TRUE
"1408",534177180,2008-06-01,240000,5.38021124171161,4.08342857142857,10800,2614,"NWAmes","15","6","1",34,23,"1","0","1","0","1","0","0","0","Dwelling_60","RL","1Fam","2Story",6,7,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"CBlock",3,3,1,5,956,3,182,384,1522,"GasA",3,"SBrkr",1548,1066,0,0,0,2,1,4,1,3,9,8,1,3,"Attchd",1974,"RFn",2,624,3,3,3,38,243,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0,2.5,2.5,11,TRUE
"1409",528142020,2008-06-01,250000,5.39794000867204,4.08342857142857,8899,2088,"NridgHt","26","6","1",1,0,"1","0","1","0","1","0","0","0","Dwelling_60","RL","1Fam","2Story",8,5,"Hip","CompShg","VinylSd","VinylSd","Stone",108,5,3,"PConc",4,3,3,6,40,1,0,908,948,"GasA",5,"SBrkr",948,1140,0,0,0,2,1,4,1,4,10,8,1,4,"BuiltIn",2007,"Fin",3,656,3,3,3,100,24,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0,2.5,2.5,1,FALSE
"1410",528482020,2008-06-01,256000,5.40823996531185,4.08342857142857,10625,1660,"Somerst","21","4","1",1,0,"1","0","1","0","1","0","0","0","Dwelling_20","FV","1Fam","1Story",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",292,4,3,"PConc",4,3,3,1,0,1,0,1660,1660,"GasA",5,"SBrkr",1660,0,0,0,0,2,0,3,1,4,7,8,1,4,"Attchd",2007,"Fin",3,660,3,3,3,133,120,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",0,2,2,1,FALSE
"1411",902105020,2008-06-01,256000,5.40823996531185,4.08342857142857,10440,2792,"OldTown","4","5","1",88,30,"2","0","1","0","2","0","0","0","Dwelling_50","RM","1Fam","1.5Fin",6,7,"Gable","CompShg","BrkFace","Wd Sdng","None",0,4,4,"BrkTil",4,3,1,2,493,1,0,1017,1510,"GasW",5,"SBrkr",1584,1208,0,0,0,2,0,5,1,3,8,5,2,3,"Detchd",1920,"Unf",2,520,2,3,3,0,547,0,0,480,0,0,"MnPrv","Shed",1150,"WD ","Normal",FALSE,1.5,"Traditional",0,2,2,58,TRUE
"1412",906204280,2008-06-01,260000,5.41497334797082,4.08342857142857,9771,2814,"SawyerW","13","6","1",13,7,"1","3","1","0","2","0","0","0","Dwelling_60","RL","1Fam","2Story",6,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",190,4,3,"PConc",4,3,1,2,779,1,0,298,1077,"GasA",5,"SBrkr",1093,1721,0,0,1,2,1,4,1,4,9,8,1,3,"BuiltIn",1995,"Fin",2,614,3,3,3,48,32,0,0,216,0,0,"GdPrv","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0.5,2.5,3,6,TRUE
"1413",528354100,2008-06-01,279500,5.44638181222244,4.08342857142857,10990,2125,"NoRidge","27","6","1",12,1,"1","1","1","0","4","0","0","0","Dwelling_60","RL","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,3,1,6,851,1,0,213,1064,"GasA",5,"SBrkr",1064,1061,0,1,0,2,1,4,1,4,12,8,2,3,"Attchd",1996,"RFn",2,576,3,3,3,168,0,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",1,2.5,3.5,11,TRUE
"1414",528172080,2008-06-01,284000,5.45331834004704,4.08342857142857,10845,1575,"NridgHt","26","6","1",5,1,"1","1","1","0","2","0","0","0","Dwelling_20","RL","1Fam","1Story",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",504,4,3,"PConc",4,3,2,6,1149,1,0,454,1603,"GasA",5,"SBrkr",1575,0,0,1,0,2,0,2,1,4,7,8,1,3,"Attchd",2003,"Fin",3,732,3,3,3,216,28,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",1,2,3,4,TRUE
"1415",528363020,2008-06-01,290000,5.46239799789896,4.08342857142857,11929,2501,"NoRidge","27","6","1",13,0,"1","1","1","0","4","0","0","0","Dwelling_60","RL","1Fam","2Story",8,7,"Gable","CompShg","VinylSd","VinylSd","BrkFace",466,4,3,"PConc",4,3,3,1,0,1,0,1242,1242,"GasA",5,"SBrkr",1251,1250,0,0,0,2,1,4,1,4,9,8,1,3,"Attchd",1995,"RFn",3,751,3,3,3,192,87,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0,2.5,2.5,13,FALSE
"1416",533125080,2008-06-01,290000,5.46239799789896,4.08342857142857,9205,2683,"NoRidge","27","6","1",18,1,"1","1","1","0","1","0","0","0","Dwelling_60","RL","1Fam","2Story",6,5,"Hip","CompShg","HdBoard","HdBoard","BrkFace",304,4,3,"PConc",4,3,1,5,704,1,0,226,930,"GasA",5,"SBrkr",1364,1319,0,1,0,2,1,4,1,4,9,8,2,4,"Attchd",1990,"RFn",2,473,3,3,3,237,251,0,0,196,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",1,2.5,3.5,17,TRUE
"1417",528326110,2008-06-01,291000,5.46389298898591,4.08342857142857,11000,2172,"NoRidge","27","6","1",8,0,"1","0","1","0","0","0","0","0","Dwelling_60","RL","1Fam","2Story",9,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",295,4,3,"PConc",5,3,2,1,0,1,0,1519,1519,"GasA",5,"SBrkr",1533,639,0,0,0,2,1,4,1,5,8,8,1,3,"BuiltIn",2000,"RFn",3,687,3,3,3,162,153,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0,2.5,2.5,8,FALSE
"1418",907255060,2008-06-01,300000,5.47712125471966,4.08342857142857,14860,1786,"CollgCr","18","6","1",6,1,"1","2","1","0","4","0","0","0","Dwelling_20","RL","1Fam","1Story",8,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",240,4,3,"PConc",5,3,4,6,1538,1,0,240,1778,"GasA",5,"SBrkr",1786,0,0,1,0,2,0,3,1,4,6,8,1,4,"Attchd",2002,"RFn",3,715,3,3,3,182,35,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",1,2,3,5,TRUE
"1419",533215070,2008-06-01,305000,5.48429983934679,4.08342857142857,4109,1557,"Somerst","21","4","1",9,1,"1","1","1","0","1","0","0","0","Dwelling_120","FV","TwnhsE","1Story",9,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",260,4,3,"PConc",4,3,3,6,1141,1,0,416,1557,"GasA",5,"SBrkr",1557,0,0,1,0,2,0,2,1,5,5,8,1,3,"Attchd",1999,"RFn",2,484,3,3,3,124,113,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",TRUE,1,"Traditional",1,2,3,8,TRUE
"1420",527380240,2008-06-01,306000,5.48572142648158,4.08342857142857,14311,2340,"NWAmes","15","6","1",12,0,"1","1","1","0","3","0","0","0","Dwelling_60","RL","1Fam","2Story",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",402,4,3,"PConc",4,3,1,6,1023,1,0,213,1236,"GasA",5,"SBrkr",1236,1104,0,1,0,2,1,4,1,4,9,8,1,4,"Attchd",1996,"RFn",3,787,3,3,3,192,180,218,0,0,0,0,"GdPrv","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",1,2.5,3.5,12,FALSE
